"COU","Country","ALL_IN","All in average income tax rates at average wage","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,5.140319,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,5.022955,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,5.640815,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,6.182756,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,6.859165,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,7.754343,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,8.905785,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,35.726396,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,38.343829,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,36.488408,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,32.95859,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,34.398992,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,33.649061,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,35.241965,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,38.808261,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,38.260678,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,37.760218,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,31.387504,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,35.098861,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,35.132934,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,33.5,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,27.166858,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,27.413304,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,27.470449,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,27.172988,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,27.136052,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,26.493742,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,26.600309,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,27.080592,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,27.145874,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,26.774249,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,26.759228,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,26.907308,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,26.68867,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,26.69477,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,27.537114,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,27.410996,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,26.885797,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,26.579487,,
"NOR","Norway","ALL_IN_RATE_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,27.47057,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,20.745649,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,20.620083,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,20.736464,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,21.085603,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,20.940237,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,21.438115,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,21.542714,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,21.744124,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,21.594236,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,21.971741,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,21.995344,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,22.099327,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,22.202841,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,21.66,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,21.91,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,22.06,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,22.16,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,22.21,,
"FRA","France","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,21.44275,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,17.464088,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,17.851777,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,17.984461,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,18.148744,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,18.448115,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,16.485802,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,16.896792,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,17.403178,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,16.966498,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,16.762261,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,17.357858,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,17.630468,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,15.211294,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,17.57473,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,16.153115,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,16.299653,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,16.544665,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,17.023867,,
"SVN","Slovenia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,17.76611,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,17.57409,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,17.619588,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,17.828081,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,15.9852,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,17.046685,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,17.323692,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,18.160434,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,18.727908,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,18.816112,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,18.573473,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,19.143367,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,19.558039,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,19.891166,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,20.045357,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,20.399248,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,20.694685,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,20.829209,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,20.86828,,
"JPN","Japan","ALL_IN_RATE_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,20.95657,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,20.06861,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,19.267923,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,18.886294,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,18.323488,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,18.986816,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,18.21947,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,19.224059,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,17.551918,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,18.610309,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,18.950106,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,20.021871,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,20.903951,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,21.185966,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,20.935807,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,21.04267,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,21.224041,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,21.270755,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,21.404745,,
"ITA","Italy","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,22.069389,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,13.413654,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,13.592593,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,13.345581,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,13.077115,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,13.021522,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,12.999887,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,12.428585,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,12.719175,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,12.431619,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,12.322939,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,12.477011,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,12.032164,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,11.690211,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,11.286049,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,10.952211,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,10.929176,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,11.165848,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,11.195696,,
"CHE","Switzerland","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,11.31941,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,8.921907,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,8.998789,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,11.897919,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,12.609288,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,13.930594,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,15.008674,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,15.201524,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,14.775817,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,14.000718,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,9.736242,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,12.194487,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,14.500032,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,13.313194,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,15.219244,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,15.84084,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,17.463647,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,17.697675,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,17.163028,,
"ISL","Iceland","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,16.237107,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,15.267097,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,15.721278,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,16.201428,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,15.578446,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,16.015062,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,16.334913,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,16.625669,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,16.765578,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,15.542263,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,16.043764,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,17.978211,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,18.30961,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,18.91991,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,18.998917,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,19.095696,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,17.596665,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,17.585419,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,17.555776,,
"ESP","Spain","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,17.728764,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,20.910005,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,19.127255,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,18.860553,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,19.046359,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,18.995694,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,19.208979,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,19.01358,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,16.743867,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,17.033653,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,15.463786,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,15.686054,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,15.942703,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,15.999256,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,16.225832,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,17.312056,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,18.456494,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,18.173908,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,17.980879,,
"CAN","Canada","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,18.375158,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,29.741597,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,30.19368,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,30.428496,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,30.86961,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,31.192453,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,31.07197,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,31.535548,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,31.988447,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,32.467965,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,30.515998,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,30.839753,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,31.385653,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,31.826842,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,32.333225,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,32.674545,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,33.084089,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,29.870028,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,30.172762,,
"AUT","Austria","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,30.599622,,
